Game,Round,Category,Metacategory,Value,Response,DD,MyScore
8928,Double Jeopardy!,& We Have A Novel Title,Literature,2000,Did Not Ring In,FALSE,0
8928,Double Jeopardy!,15-Letter Words,Words,2000,Did Not Ring In,FALSE,0
8928,Final Jeopardy!,Artists,Art,0,Incorrect,FALSE,0
8929,Jeopardy!,Reconstruction,History,200,Correct,FALSE,200
8929,Jeopardy!,Let's See How You Do With American Football,Sports,200,Correct,FALSE,200
8929,Jeopardy!,The Ohio Universities,Colleges & Universities,200,Did Not Ring In,FALSE,0
8929,Jeopardy!,Biology,Science,200,Did Not Ring In,FALSE,0
8929,Jeopardy!,The 2023 Time 100,People,200,Did Not Ring In,FALSE,0
8929,Jeopardy!,"Let's ""See""",Words,200,Did Not Ring In,FALSE,0
8929,Jeopardy!,Reconstruction,History,400,Correct,FALSE,400
8929,Jeopardy!,Let's See How You Do With American Football,Sports,400,Did Not Ring In,FALSE,0
8929,Jeopardy!,The Ohio Universities,Colleges & Universities,400,Did Not Ring In,FALSE,0
8929,Jeopardy!,Biology,Science,400,Correct,FALSE,400
8929,Jeopardy!,The 2023 Time 100,People,400,Did Not Ring In,FALSE,0
8929,Jeopardy!,"Let's ""See""",Words,400,Did Not Ring In,FALSE,0
8929,Jeopardy!,Reconstruction,History,600,Correct,FALSE,600
8929,Jeopardy!,Let's See How You Do With American Football,Sports,600,Correct,FALSE,600
8929,Jeopardy!,The Ohio Universities,Colleges & Universities,600,Correct,FALSE,600
8929,Jeopardy!,Biology,Science,600,Correct,FALSE,600
8929,Jeopardy!,The 2023 Time 100,People,600,Correct,FALSE,600
8929,Jeopardy!,"Let's ""See""",Words,600,Correct,FALSE,600
8929,Jeopardy!,Reconstruction,History,800,Did Not Ring In,FALSE,0
8929,Jeopardy!,Let's See How You Do With American Football,Sports,800,Did Not Ring In,FALSE,0
8929,Jeopardy!,The Ohio Universities,Colleges & Universities,800,Correct,TRUE,800
8929,Jeopardy!,Biology,Science,800,Correct,FALSE,800
8929,Jeopardy!,The 2023 Time 100,People,800,Did Not Ring In,FALSE,0
8929,Jeopardy!,"Let's ""See""",Words,800,Correct,FALSE,800
8929,Jeopardy!,Reconstruction,History,1000,Did Not Ring In,FALSE,0
8929,Jeopardy!,Let's See How You Do With American Football,Sports,1000,Correct,FALSE,1000
8929,Jeopardy!,The Ohio Universities,Colleges & Universities,1000,Correct,FALSE,1000
8929,Jeopardy!,Biology,Science,1000,Correct,FALSE,1000
8929,Jeopardy!,The 2023 Time 100,People,1000,Did Not Ring In,FALSE,0
8929,Jeopardy!,"Let's ""See""",Words,1000,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Reconstruction,History,400,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Pop Culture,Pop Culture,400,Correct,FALSE,400
8929,Double Jeopardy!,Alliterative Geography,Geography,400,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Hip-Hop Literary References,Music,400,Correct,FALSE,400
8929,Double Jeopardy!,"Speechify""ing""",History,400,Correct,FALSE,400
8929,Double Jeopardy!,Such Colorful Language!,Words,400,Correct,FALSE,400
8929,Double Jeopardy!,Reconstruction,History,800,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Pop Culture,Pop Culture,800,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Alliterative Geography,Geography,800,Correct,FALSE,800
8929,Double Jeopardy!,Hip-Hop Literary References,Music,800,Correct,FALSE,800
8929,Double Jeopardy!,"Speechify""ing""",History,800,Correct,FALSE,800
8929,Double Jeopardy!,Such Colorful Language!,Words,800,Correct,FALSE,800
8929,Double Jeopardy!,Reconstruction,History,1200,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Pop Culture,Pop Culture,1200,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Alliterative Geography,Geography,1200,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Hip-Hop Literary References,Music,1200,Correct,FALSE,1200
8929,Double Jeopardy!,"Speechify""ing""",History,1200,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Such Colorful Language!,Words,1200,Correct,FALSE,1200
8929,Double Jeopardy!,Reconstruction,History,1600,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Pop Culture,Pop Culture,1600,Correct,FALSE,1600
8929,Double Jeopardy!,Alliterative Geography,Geography,1600,Did Not Ring In,TRUE,0
8929,Double Jeopardy!,Hip-Hop Literary References,Music,1600,Correct,FALSE,1600
8929,Double Jeopardy!,"Speechify""ing""",History,1600,Correct,FALSE,1600
8929,Double Jeopardy!,Such Colorful Language!,Words,1600,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Reconstruction,History,2000,Correct,FALSE,2000
8929,Double Jeopardy!,Pop Culture,Pop Culture,2000,Did Not Ring In,TRUE,0
8929,Double Jeopardy!,Alliterative Geography,Geography,2000,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,Hip-Hop Literary References,Music,2000,Did Not Ring In,FALSE,0
8929,Double Jeopardy!,"Speechify""ing""",History,2000,Incorrect,FALSE,-2000
8929,Double Jeopardy!,Such Colorful Language!,Words,2000,Did Not Ring In,FALSE,0
8929,Final Jeopardy!,World Capitals,Geography,0,Correct,FALSE,0
8930,Jeopardy!,In Your Element,Science,200,Correct,FALSE,200
8930,Jeopardy!,"Building, America",History,200,Did Not Ring In,FALSE,0
8930,Jeopardy!,Agatha All Along,Literature,200,Did Not Ring In,FALSE,0
8930,Jeopardy!,Song Birds,Music,200,Correct,FALSE,200
8930,Jeopardy!,Cat Lovers,People,200,Did Not Ring In,FALSE,0
8930,Jeopardy!,Fire Z,Words,200,Correct,FALSE,200
8930,Jeopardy!,In Your Element,Science,400,Correct,FALSE,400
8930,Jeopardy!,"Building, America",History,400,Did Not Ring In,FALSE,0
8930,Jeopardy!,Agatha All Along,Literature,400,Correct,FALSE,400
8930,Jeopardy!,Song Birds,Music,400,Correct,FALSE,400
8930,Jeopardy!,Cat Lovers,People,400,Correct,FALSE,400
8930,Jeopardy!,Fire Z,Words,400,Correct,FALSE,400
8930,Jeopardy!,In Your Element,Science,600,Correct,FALSE,600
8930,Jeopardy!,"Building, America",History,600,Did Not Ring In,FALSE,0
8930,Jeopardy!,Agatha All Along,Literature,600,Correct,FALSE,600
8930,Jeopardy!,Song Birds,Music,600,Correct,FALSE,600
8930,Jeopardy!,Cat Lovers,People,600,Correct,FALSE,600
8930,Jeopardy!,Fire Z,Words,600,Correct,FALSE,600
8930,Jeopardy!,In Your Element,Science,800,Correct,FALSE,800
8930,Jeopardy!,"Building, America",History,800,Correct,FALSE,800
8930,Jeopardy!,Agatha All Along,Literature,800,Correct,FALSE,800
8930,Jeopardy!,Song Birds,Music,800,Correct,FALSE,800
8930,Jeopardy!,Cat Lovers,People,800,Did Not Ring In,FALSE,0
8930,Jeopardy!,Fire Z,Words,800,Correct,FALSE,800
8930,Jeopardy!,In Your Element,Science,1000,Did Not Ring In,FALSE,0
8930,Jeopardy!,"Building, America",History,1000,Did Not Ring In,FALSE,0
8930,Jeopardy!,Agatha All Along,Literature,1000,Did Not Ring In,FALSE,0
8930,Jeopardy!,Song Birds,Music,1000,Correct,TRUE,1000
8930,Jeopardy!,Cat Lovers,People,1000,Correct,FALSE,1000
8930,Jeopardy!,Fire Z,Words,1000,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Monet Monet,Art,400,Correct,FALSE,400
8930,Double Jeopardy!,Currency,Economics,400,Correct,FALSE,400
8930,Double Jeopardy!,"From ""B"" to ""F""",Words,400,Incorrect,FALSE,-400
8930,Double Jeopardy!,Celeb Lit Before & After,Words,400,Correct,FALSE,400
8930,Double Jeopardy!,Thirst,Food,400,Correct,FALSE,400
8930,Double Jeopardy!,Trap,History,400,Correct,FALSE,400
8930,Double Jeopardy!,Monet Monet,Art,800,Correct,FALSE,800
8930,Double Jeopardy!,Currency,Economics,800,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,"From ""B"" to ""F""",Words,800,Correct,FALSE,800
8930,Double Jeopardy!,Celeb Lit Before & After,Words,800,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Thirst,Business,800,Correct,FALSE,800
8930,Double Jeopardy!,Trap,History,800,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Monet Monet,Art,1200,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Currency,Economics,1200,Correct,FALSE,1200
8930,Double Jeopardy!,"From ""B"" to ""F""",Words,1200,Correct,FALSE,1200
8930,Double Jeopardy!,Celeb Lit Before & After,Words,1200,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Thirst,Literature,1200,Correct,FALSE,1200
8930,Double Jeopardy!,Trap,History,1200,Correct,FALSE,1200
8930,Double Jeopardy!,Monet Monet,Art,1600,Correct,FALSE,1600
8930,Double Jeopardy!,Currency,Economics,1600,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,"From ""B"" to ""F""",Words,1600,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Celeb Lit Before & After,Words,1600,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Thirst,Science,1600,Correct,TRUE,1600
8930,Double Jeopardy!,Trap,History,1600,Incorrect,TRUE,-1600
8930,Double Jeopardy!,Monet Monet,Art,2000,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Currency,Economics,2000,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,"From ""B"" to ""F""",Words,2000,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Celeb Lit Before & After,Words,2000,Correct,FALSE,2000
8930,Double Jeopardy!,Thirst,Literature,2000,Did Not Ring In,FALSE,0
8930,Double Jeopardy!,Trap,History,2000,Did Not Ring In,FALSE,0
8930,Final Jeopardy!,Astronomy,Science,0,Incorrect,FALSE,0
8931,Jeopardy!,American History,History,200,Correct,FALSE,200
8931,Jeopardy!,Book Titles In Other Words,Literature,200,Correct,FALSE,200
8931,Jeopardy!,Restaurant Hijinks,Pop Culture,200,Correct,FALSE,200
8931,Jeopardy!,It Belongs In This Museum,Geography,200,Incorrect,FALSE,-200
8931,Jeopardy!,Talk Like A Pirate,Pop Culture,200,Correct,FALSE,200
8931,Jeopardy!,Enemies - Not A Love Story,Words,200,Correct,FALSE,200
8931,Jeopardy!,American History,History,400,Did Not Ring In,FALSE,0
8931,Jeopardy!,Book Titles In Other Words,Literature,400,Correct,FALSE,400
8931,Jeopardy!,Restaurant Hijinks,Pop Culture,400,Correct,FALSE,400
8931,Jeopardy!,It Belongs In This Museum,Geography,400,Did Not Ring In,FALSE,0
8931,Jeopardy!,Talk Like A Pirate,Pop Culture,400,Correct,FALSE,400
8931,Jeopardy!,Enemies - Not A Love Story,Words,400,Correct,FALSE,400
8931,Jeopardy!,American History,History,600,Correct,FALSE,600
8931,Jeopardy!,Book Titles In Other Words,Literature,600,Correct,FALSE,600
8931,Jeopardy!,Restaurant Hijinks,Pop Culture,600,Correct,FALSE,600
8931,Jeopardy!,It Belongs In This Museum,Geography,600,Did Not Ring In,TRUE,0
8931,Jeopardy!,Talk Like A Pirate,Pop Culture,600,Incorrect,FALSE,-600
8931,Jeopardy!,Enemies - Not A Love Story,Words,600,Did Not Ring In,FALSE,0
8931,Jeopardy!,American History,History,800,Did Not Ring In,FALSE,0
8931,Jeopardy!,Book Titles In Other Words,Literature,800,Correct,FALSE,800
8931,Jeopardy!,Restaurant Hijinks,Pop Culture,800,Correct,FALSE,800
8931,Jeopardy!,It Belongs In This Museum,Geography,800,Did Not Ring In,FALSE,0
8931,Jeopardy!,Talk Like A Pirate,Pop Culture,800,Did Not Ring In,FALSE,0
8931,Jeopardy!,Enemies - Not A Love Story,Words,800,Did Not Ring In,FALSE,0
8931,Jeopardy!,American History,History,1000,Incorrect,FALSE,-1000
8931,Jeopardy!,Book Titles In Other Words,Literature,1000,Correct,FALSE,1000
8931,Jeopardy!,Restaurant Hijinks,Pop Culture,1000,Correct,FALSE,1000
8931,Jeopardy!,It Belongs In This Museum,Geography,1000,Did Not Ring In,FALSE,0
8931,Jeopardy!,Talk Like A Pirate,Pop Culture,1000,Did Not Ring In,FALSE,0
8931,Jeopardy!,Enemies - Not A Love Story,Words,1000,Correct,FALSE,1000
8931,Double Jeopardy!,Latin America,Geography,400,Correct,FALSE,400
8931,Double Jeopardy!,21st Century News,History,400,Correct,FALSE,400
8931,Double Jeopardy!,Science,Science,400,Correct,FALSE,400
8931,Double Jeopardy!,Activists,People,400,Did Not Ring In,FALSE,0
8931,Double Jeopardy!,1990s Hitmakers,Music,400,Correct,FALSE,400
8931,Double Jeopardy!,"Word""le""",Words,400,Correct,FALSE,400
8931,Double Jeopardy!,Latin America,Geography,800,Did Not Ring In,FALSE,0
8931,Double Jeopardy!,21st Century News,History,800,Correct,FALSE,800
8931,Double Jeopardy!,Science,Science,800,Correct,FALSE,800
8931,Double Jeopardy!,Activists,People,800,Correct,FALSE,800
8931,Double Jeopardy!,1990s Hitmakers,Music,800,Correct,FALSE,800
8931,Double Jeopardy!,"Word""le""",Words,800,Correct,FALSE,800
8931,Double Jeopardy!,Latin America,Geography,1200,Did Not Ring In,FALSE,0
8931,Double Jeopardy!,21st Century News,History,1200,Correct,FALSE,1200
8931,Double Jeopardy!,Science,Science,1200,Did Not Ring In,FALSE,0
8931,Double Jeopardy!,Activists,People,1200,Did Not Ring In,TRUE,0
